child,parent
us-gaap:IncreaseDecreaseInPrepaidExpense,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:IncreaseDecreaseInRestrictedCash,us-gaap:CashAndCashEquivalents
us-gaap:IncreaseDecreaseInRestrictedCashAndInvestments,us-gaap:CashAndCashEquivalents
us-gaap:IncreaseDecreaseInTradingSecurities,us-gaap:ShortTermInvestments
us-gaap:IndefiniteLivedIntangibleAssets,us-gaap:Assets
us-gaap:IndefiniteLivedIntangibleAssets,us-gaap:IntangibleAssetsNet
us-gaap:IndefiniteLivedIntangibleAssetsExcludingGoodwill,us-gaap:Assets
us-gaap:IndefiniteLivedIntangibleAssetsExcludingGoodwill,us-gaap:IntangibleAssetsNet
us-gaap:IndefiniteLivedIntangibleAssetsExcludingGoodwillFairValueDisclosure,us-gaap:Assets
us-gaap:IndefiniteLivedIntangibleAssetsExcludingGoodwillFairValueDisclosure,us-gaap:IntangibleAssetsNet
us-gaap:IndefiniteLivedTrademarks,us-gaap:IntangibleAssetsNet
us-gaap:IndefinitelivedIntangibleAssetsAcquired,us-gaap:Assets
us-gaap:IndefinitelivedIntangibleAssetsAcquired,us-gaap:IntangibleAssetsNet
us-gaap:IntangibleAssetsGrossExcludingGoodwill,us-gaap:Assets
us-gaap:IntangibleAssetsGrossExcludingGoodwill,us-gaap:IntangibleAssetsNet
us-gaap:IntangibleAssetsNetExcludingGoodwill,us-gaap:Assets
us-gaap:IntangibleAssetsNetExcludingGoodwill,us-gaap:IntangibleAssetsNet
us-gaap:InterestAndDividendIncomeOperating,us-gaap:OtherRevenue
us-gaap:InterestAndDividendIncomeSecurities,us-gaap:OtherRevenue
us-gaap:InterestAndDividendIncomeSecuritiesTradingOrMeasuredAtFairValue,us-gaap:OtherRevenue
us-gaap:InterestExpenseDebt,us-gaap:InterestExpense
us-gaap:InterestExpenseDebtExcludingAmortization,us-gaap:InterestExpense
us-gaap:InterestExpenseDeposits,us-gaap:InterestExpense
us-gaap:InterestExpenseLongTermDebt,us-gaap:InterestExpense
us-gaap:InterestExpenseNonoperating,us-gaap:InterestExpense
us-gaap:InterestExpenseOperating,us-gaap:InterestExpense
us-gaap:InterestExpenseOther,us-gaap:InterestExpense
us-gaap:InterestExpenseShortTermBorrowings,us-gaap:InterestExpense
us-gaap:InterestExpenseTradingLiabilities,us-gaap:InterestExpense
us-gaap:InterestExpenseTradingLiabilities,us-gaap:Liabilities
us-gaap:InterestIncomeExpenseNet,us-gaap:OtherRevenue
us-gaap:InterestIncomeExpenseNonoperatingNet,us-gaap:OtherRevenue
us-gaap:InterestIncomeOperating,us-gaap:OtherRevenue
us-gaap:InterestIncomeOther,us-gaap:OtherRevenue
us-gaap:InterestOnConvertibleDebtNetOfTax,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:InventoryAdjustments,us-gaap:InventoryNet
us-gaap:InventoryFinishedGoods,us-gaap:InventoryNet
us-gaap:InventoryFinishedGoodsNetOfReserves,us-gaap:InventoryNet
us-gaap:InventoryGross,us-gaap:InventoryNet
us-gaap:InventoryLIFOReserve,us-gaap:InventoryNet
us-gaap:InventoryPartsAndComponentsNetOfReserves,us-gaap:InventoryNet
us-gaap:InventoryRawMaterials,us-gaap:InventoryNet
us-gaap:InventoryRawMaterialsAndSupplies,us-gaap:InventoryNet
us-gaap:InventoryRawMaterialsAndSuppliesNetOfReserves,us-gaap:InventoryNet
us-gaap:InventoryRawMaterialsNetOfReserves,us-gaap:InventoryNet
us-gaap:InventoryValuationReserves,us-gaap:InventoryNet
us-gaap:InventoryWorkInProcess,us-gaap:InventoryNet
us-gaap:InventoryWorkInProcessNetOfReserves,us-gaap:InventoryNet
us-gaap:InventoryWriteDown,us-gaap:InventoryNet
us-gaap:InvestmentsAndOtherNoncurrentAssets,us-gaap:Assets
us-gaap:LIFOInventoryAmount,us-gaap:InventoryNet
us-gaap:Land,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:LeaseholdImprovementsGross,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDue,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueAfterRollingYearFive,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueYearFive,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueYearFour,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueYearThree,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,us-gaap:Liabilities
us-gaap:LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,us-gaap:Liabilities
us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity
us-gaap:LiabilitiesAssumed,us-gaap:Liabilities
us-gaap:LiabilitiesAssumed1,us-gaap:Liabilities
us-gaap:LiabilitiesFairValueDisclosure,us-gaap:Liabilities
us-gaap:LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,us-gaap:Liabilities
us-gaap:LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap:Liabilities
us-gaap:LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,us-gaap:Liabilities
us-gaap:LiabilityForUncertainTaxPositionsCurrent,us-gaap:Liabilities
us-gaap:LiabilityForUncertainTaxPositionsNoncurrent,us-gaap:Liabilities
us-gaap:LoansAndLeasesReceivableImpairedInterestIncomeRecognized,us-gaap:OtherRevenue
us-gaap:LongTermDebtAndCapitalLeaseObligations,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermDebtAndCapitalLeaseObligationsCurrent,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalAfterYearFive,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFive,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFour,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermDebtNoncurrent,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:LongTermInvestmentsAndReceivablesNet,us-gaap:LongTermInvestments
us-gaap:LongTermNotesPayable,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:MachineryAndEquipmentGross,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:MarketableSecurities,us-gaap:ShortTermInvestments
us-gaap:MarketableSecuritiesCurrent,us-gaap:ShortTermInvestments
us-gaap:MarketableSecuritiesNoncurrent,us-gaap:ShortTermInvestments
us-gaap:MarketableSecuritiesRealizedGainLoss,us-gaap:ShortTermInvestments
us-gaap:MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,us-gaap:ShortTermInvestments
us-gaap:MarketableSecuritiesRealizedGainLossOtherThanTemporaryImpairmentsAmount,us-gaap:ShortTermInvestments
us-gaap:MarketableSecuritiesUnrealizedGainLoss,us-gaap:ShortTermInvestments
us-gaap:MarketingExpense,us-gaap:SellingGeneralAndAdministrativeExpense
us-gaap:MinorityInterestInNetIncomeLossOfConsolidatedEntities,us-gaap:NetIncomeLoss
us-gaap:NetCashProvidedByUsedInContinuingOperations,us-gaap:CashAndCashEquivalents
us-gaap:NetCashProvidedByUsedInDiscontinuedOperations,us-gaap:CashAndCashEquivalents
us-gaap:NetCashProvidedByUsedInFinancingActivities,us-gaap:CashAndCashEquivalents
us-gaap:NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,us-gaap:CashAndCashEquivalents
us-gaap:NetCashProvidedByUsedInInvestingActivities,us-gaap:CashAndCashEquivalents
us-gaap:NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap:CashAndCashEquivalents
us-gaap:NetCashProvidedByUsedInOperatingActivities,us-gaap:CashAndCashEquivalents
us-gaap:NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap:CashAndCashEquivalents
us-gaap:NetIncomeLossAttributableToNoncontrollingInterest,us-gaap:NetIncomeLoss
us-gaap:NetIncomeLossAttributableToParentDiluted,us-gaap:NetIncomeLoss
us-gaap:NetIncomeLossAttributableToRedeemableNoncontrollingInterest,us-gaap:NetIncomeLoss
us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap:NetIncomeLoss
us-gaap:NetIncomeLossAvailableToCommonStockholdersDiluted,us-gaap:NetIncomeLoss
us-gaap:NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic,us-gaap:NetIncomeLoss
us-gaap:NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersDiluted,us-gaap:NetIncomeLoss
us-gaap:NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,us-gaap:NetIncomeLoss
us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets,us-gaap:Assets
us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1,us-gaap:Assets
us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,us-gaap:NetIncomeLoss
us-gaap:NoncashContributionExpense,us-gaap:CashAndCashEquivalents
us-gaap:NoncashOrPartNoncashAcquisitionDebtAssumed1,us-gaap:CashAndCashEquivalents
us-gaap:NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,us-gaap:Assets
us-gaap:NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,us-gaap:CashAndCashEquivalents
us-gaap:NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,us-gaap:CashAndCashEquivalents
us-gaap:NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,us-gaap:Assets
us-gaap:NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,us-gaap:CashAndCashEquivalents
us-gaap:NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,us-gaap:OtherNoncurrentAssets
us-gaap:NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired,us-gaap:Assets
us-gaap:NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired,us-gaap:CashAndCashEquivalents
us-gaap:NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,us-gaap:Assets
us-gaap:NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,us-gaap:CashAndCashEquivalents
us-gaap:NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed,us-gaap:CashAndCashEquivalents
us-gaap:NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed,us-gaap:Liabilities
us-gaap:NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,us-gaap:CashAndCashEquivalents
us-gaap:NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,us-gaap:Liabilities
us-gaap:NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,us-gaap:CashAndCashEquivalents
us-gaap:NoncurrentAssets,us-gaap:Assets
us-gaap:NoninterestExpense,us-gaap:InterestExpense
us-gaap:NoninterestIncome,us-gaap:OtherRevenue
us-gaap:NoninterestIncomeOther,us-gaap:OtherRevenue
us-gaap:NonoperatingIncomeExpense,us-gaap:OperatingIncomeLoss
us-gaap:NotesPayableCurrent,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:NotionalAmountOfForeignCurrencyCashFlowHedgeDerivatives,us-gaap:CashAndCashEquivalents
us-gaap:NotionalAmountOfInterestRateCashFlowHedgeDerivatives,us-gaap:CashAndCashEquivalents
us-gaap:NotionalAmountOfPriceRiskCashFlowHedgeDerivatives,us-gaap:CashAndCashEquivalents
us-gaap:OffBalanceSheetCreditLossLiability,us-gaap:Liabilities
us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,us-gaap:Liabilities
us-gaap:OperatingIncomeLoss,us-gaap:NetIncomeLoss
us-gaap:OperatingLeaseLiability,us-gaap:Liabilities
us-gaap:OperatingLeaseLiabilityCurrent,us-gaap:Liabilities
us-gaap:OperatingLeaseLiabilityNoncurrent,us-gaap:Liabilities
us-gaap:OperatingLeaseLiabilityNoncurrent,us-gaap:OtherNoncurrentLiabilities
us-gaap:OperatingLeaseRightOfUseAsset,us-gaap:Assets
us-gaap:OperatingLeaseRightOfUseAsset,us-gaap:OtherNoncurrentAssets
us-gaap:OperatingLeaseRightOfUseAssetAmortizationExpense,us-gaap:Assets
us-gaap:OperatingLeaseRightOfUseAssetAmortizationExpense,us-gaap:DepreciationAndAmortization
us-gaap:OperatingLeaseRightOfUseAssetAmortizationExpense,us-gaap:OtherNoncurrentAssets
us-gaap:OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,us-gaap:DepreciationAndAmortization
us-gaap:OtherAccruedLiabilitiesCurrent,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:OtherAccruedLiabilitiesCurrent,us-gaap:Liabilities
us-gaap:OtherAccruedLiabilitiesNoncurrent,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:OtherAccruedLiabilitiesNoncurrent,us-gaap:Liabilities
us-gaap:OtherAdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations,us-gaap:CashAndCashEquivalents
us-gaap:OtherAdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations,us-gaap:NetIncomeLoss
us-gaap:OtherAssetImpairmentCharges,us-gaap:Assets
us-gaap:OtherAssetImpairmentCharges,us-gaap:OtherOperatingExpenses
us-gaap:OtherAssets,us-gaap:Assets
us-gaap:OtherAssets,us-gaap:OtherNoncurrentAssets
us-gaap:OtherAssetsCurrent,us-gaap:Assets
us-gaap:OtherAssetsCurrent,us-gaap:OtherNoncurrentAssets
us-gaap:OtherAssetsFairValueDisclosure,us-gaap:Assets
us-gaap:OtherAssetsFairValueDisclosure,us-gaap:OtherNoncurrentAssets
us-gaap:OtherAssetsMiscellaneous,us-gaap:Assets
us-gaap:OtherAssetsMiscellaneous,us-gaap:OtherNoncurrentAssets
us-gaap:OtherAssetsMiscellaneousCurrent,us-gaap:Assets
us-gaap:OtherAssetsMiscellaneousCurrent,us-gaap:OtherNoncurrentAssets
us-gaap:OtherAssetsMiscellaneousNoncurrent,us-gaap:Assets
us-gaap:OtherAssetsMiscellaneousNoncurrent,us-gaap:OtherNoncurrentAssets
us-gaap:OtherAssetsNoncurrent,us-gaap:Assets
us-gaap:OtherAssetsNoncurrent,us-gaap:OtherNoncurrentAssets
us-gaap:OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostCreditRecognizedInNetPeriodicBenefitCostBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsArisingDuringPeriodTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPeriodIncreaseDecrease,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicBenefitCostBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicBenefitCostBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAvailableForSaleSecuritiesBeforeReclassificationAdjustmentsTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossBeforeReclassificationsTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxParent,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxParent,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTaxParent,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTaxParent,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTaxParent,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTaxParent,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationTax,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationBeforeTax,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax,us-gaap:CashAndCashEquivalents
us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseBeforeAdjustmentsAndTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTaxAndReclassificationAdjustmentAttributableToParent,us-gaap:Liabilities
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTaxAndReclassificationAdjustmentAttributableToParent,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,us-gaap:NetIncomeLoss
